title,university,form,link,category
"Autoridad, dirección y liderazgo",Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/autoridad,business/leadership-and-management
Iniciación y Planificación de Proyectos,Tecnológico de Monterrey,course,https://www.coursera.org/learn/planificacion-proyectos,business/leadership-and-management
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Università Bocconi,course,https://www.coursera.org/learn/corp-sustainability,business/leadership-and-management
Leading Teams,University of Michigan,course,https://www.coursera.org/learn/leading-teams,business/leadership-and-management
Digital Transformation in Financial Services,Copenhagen Business School,specialization,https://www.coursera.org/specializations/digital-transformation-financial-services,business/leadership-and-management
Managing Talent,University of Michigan,course,https://www.coursera.org/learn/managing-talent,business/leadership-and-management
Influence,University of Pennsylvania,course,https://www.coursera.org/learn/wharton-influence,business/leadership-and-management
Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/intro-business-analytics,business/leadership-and-management
How to Finance and Grow Your Startup – Without VC,University of London,course,https://www.coursera.org/learn/startup-financing-without-vc,business/leadership-and-management
Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/smart-cities,business/leadership-and-management
Management Fundamentals,University of Pennsylvania,course,https://www.coursera.org/learn/management-fundamentals-healthcare-administrators,business/leadership-and-management
Intelligence Tools for the Digital Age,IE Business School,course,https://www.coursera.org/learn/intelligence-tools-digital-age,business/leadership-and-management
FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,specialization,https://www.coursera.org/specializations/fintech,business/leadership-and-management
Ignite Your Everyday Creativity,The State University of New York,course,https://www.coursera.org/learn/ignite-creativity,business/leadership-and-management
Self Awareness and the Effective Leader,Rice University,course,https://www.coursera.org/learn/self-awareness,business/leadership-and-management
Diversity and inclusion in the workplace,ESSEC Business School,course,https://www.coursera.org/learn/diversity-inclusion-workplace,business/leadership-and-management
Leadership and Emotional Intelligence,Indian School of Business,course,https://www.coursera.org/learn/emotional-intelligence-in-leadership,business/leadership-and-management
"Бизнес-процессы, организационное проектирование, механизмы и системы управления",Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/systems-engineering-4,business/leadership-and-management
Managing as a Coach,"University of California, Davis",course,https://www.coursera.org/learn/managing-as-a-coach,business/leadership-and-management
Estilos de Liderazgo: opciones para avanzar en desafíos complejos,Universidad de los Andes,course,https://www.coursera.org/learn/estilos-liderazgo,business/leadership-and-management
La gestión de personas y equipos,IESE Business School,course,https://www.coursera.org/learn/gestion-personas-equipos,business/leadership-and-management
Strategic Business Management - Microeconomics,"University of California, Irvine",course,https://www.coursera.org/learn/strategic-business-management-microeconomics,business/leadership-and-management
Pilares de Marketing Digital,Universidad Austral,course,https://www.coursera.org/learn/marketing-digital-pilares,business/leadership-and-management
Construction Scheduling,Columbia University,course,https://www.coursera.org/learn/construction-scheduling,business/leadership-and-management
Универсальные практики влияния,National Research Tomsk State University,course,https://www.coursera.org/learn/praktiki-vliyaniya,business/leadership-and-management
Applications of Everyday Leadership,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/everyday-leadership-application,business/leadership-and-management
Managerial Accounting Fundamentals,University of Virginia,course,https://www.coursera.org/learn/uva-darden-managerial-accounting,business/leadership-and-management
L'excellence opérationnelle en pratique,ESSEC Business School,course,https://www.coursera.org/learn/excellence-operationnelle,business/leadership-and-management
Programa en Desarrollo de nuevas empresas,Universidad de los Andes,specialization,https://www.coursera.org/specializations/desarrollo-nuevas-empresas,business/leadership-and-management
Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,course,https://www.coursera.org/learn/uva-darden-design-thinking-social-sector,business/leadership-and-management
Women in Leadership: Inspiring Positive Change,Case Western Reserve University,course,https://www.coursera.org/learn/women-in-leadership,business/leadership-and-management
Job Success: Get Hired or Promoted in 3 Steps,The State University of New York,course,https://www.coursera.org/learn/get-hired,business/leadership-and-management
Negotiation Fundamentals,ESSEC Business School,course,https://www.coursera.org/learn/negotiation-fundamentals,business/leadership-and-management
Digital Business Models,Lund University,course,https://www.coursera.org/learn/digital-business-models,business/leadership-and-management
The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,course,https://www.coursera.org/learn/lean-manufacturing-services,business/leadership-and-management
Organizational Behavior: How to Manage People,IESE Business School,course,https://www.coursera.org/learn/managing-people-iese,business/leadership-and-management
Bridging the Gap between Strategy Design and Delivery,Brightline Initiative,course,https://www.coursera.org/learn/bridging-strategy-design-delivery-gap,business/leadership-and-management
Translation quality management,National Research Tomsk State University,course,https://www.coursera.org/learn/management-translation-quality,business/leadership-and-management
Orden y manejo del tiempo,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/orden,business/leadership-and-management
Gestión de las empresas de alimentación y bebidas,Università Bocconi,course,https://www.coursera.org/learn/empresas-alimentos-bebidas,business/leadership-and-management
Управление человеческими ресурсами,Peter the Great St. Petersburg Polytechnic University,course,https://www.coursera.org/learn/upravleniye-chelovecheskimi-resursami,business/leadership-and-management
Organisational design: Know your organisation,Macquarie University,course,https://www.coursera.org/learn/organisational-design-know-your-organisation,business/leadership-and-management
The Power of Team Culture,University of Pennsylvania,course,https://www.coursera.org/learn/team-culture,business/leadership-and-management
Buenas Prácticas en Libre Competencia,Pontificia Universidad Católica de Chile,course,https://www.coursera.org/learn/libre-competencia,business/leadership-and-management
Strategic Business Management - Macroeconomics,"University of California, Irvine",course,https://www.coursera.org/learn/strategic-business-management-macroeconomics,business/leadership-and-management
Managing the Organization,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/managing-organization,business/leadership-and-management
Managing Data Analysis,Johns Hopkins University,course,https://www.coursera.org/learn/managing-data-analysis,business/leadership-and-management
Connecting with Sales Prospects,Northwestern University,course,https://www.coursera.org/learn/connecting-with-sales-prospects,business/leadership-and-management
Administración Estratégica y Emprendedora,University of New Mexico,course,https://www.coursera.org/learn/administracion-estrategica,business/leadership-and-management
Estrategia Empresarial,Universidad Austral,course,https://www.coursera.org/learn/estrategia-empresarial,business/leadership-and-management
Digital Competition in Financial Services,Copenhagen Business School,course,https://www.coursera.org/learn/digital-competition-financial-services,business/leadership-and-management
Sales Operations/Management,West Virginia University,specialization,https://www.coursera.org/specializations/sales-operations,business/leadership-and-management
Leadership Through Social Influence,Northwestern University,course,https://www.coursera.org/learn/leadership-socialinfluence,business/leadership-and-management
New Product Development - develop your own new product,Technion - Israel Institute of Technology,course,https://www.coursera.org/learn/new-product-development,business/leadership-and-management
Applying Data Analytics in Finance,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/applying-data-analytics-business-in-finance,business/leadership-and-management
"Professional development: Improve yourself, always",Macquarie University,course,https://www.coursera.org/learn/professional-development-improve-yourself,business/leadership-and-management
