title,university,form,link,category
Arranging for Songwriters,Berklee College of Music,course,https://www.coursera.org/learn/arranging-for-songwriters,arts-and-humanities/music-and-art
Creative Writing: The Craft of Setting and Description,Wesleyan University,course,https://www.coursera.org/learn/craft-of-setting-and-description,arts-and-humanities/music-and-art
Camera Control,Michigan State University,course,https://www.coursera.org/learn/camera-control,arts-and-humanities/music-and-art
Как читать фотографию,National Research Tomsk State University,course,https://www.coursera.org/learn/kak-chitat-fotografiyu,arts-and-humanities/music-and-art
Memoir and Personal Essay: Managing Your Relationship with the Reader,Wesleyan University,course,https://www.coursera.org/learn/memoir-reader-relationship,arts-and-humanities/music-and-art
Story and Narrative Development for Video Games,California Institute of the Arts,course,https://www.coursera.org/learn/video-game-story,arts-and-humanities/music-and-art
What is news?,Michigan State University,course,https://www.coursera.org/learn/what-is-news,arts-and-humanities/music-and-art
Tecnología musical con software libre,Universidad Nacional Autónoma de México,specialization,https://www.coursera.org/specializations/tecnologia-musical,arts-and-humanities/music-and-art
The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",course,https://www.coursera.org/learn/the-cycle,arts-and-humanities/music-and-art
Introduction to Research for Essay Writing,"University of California, Irvine",course,https://www.coursera.org/learn/introduction-to-research-for-essay-writing,arts-and-humanities/music-and-art
Pro Tools Basics,Berklee College of Music,course,https://www.coursera.org/learn/protools,arts-and-humanities/music-and-art
Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,The University of Tokyo,course,https://www.coursera.org/learn/visual-literary-culture-in-japan,arts-and-humanities/music-and-art
Introducción al Arte Sonoro,Universitat de Barcelona,course,https://www.coursera.org/learn/introduccion-arte-sonoro,arts-and-humanities/music-and-art
唐詩新思路 (Tang Poetry),National Taiwan University,course,https://www.coursera.org/learn/tang-poems,arts-and-humanities/music-and-art
Creating Sounds for Electronic Music,Berklee College of Music,course,https://www.coursera.org/learn/music-synthesizer,arts-and-humanities/music-and-art
The Art of Vocal Production,Berklee College of Music,course,https://www.coursera.org/learn/vocal-production,arts-and-humanities/music-and-art
Teaching the Violin and Viola: Creating a Healthy Foundation,Northwestern University,course,https://www.coursera.org/learn/teach-violin-lessons,arts-and-humanities/music-and-art
"Musicianship: Tensions, Harmonic Function, and Modal Interchange",Berklee College of Music,course,https://www.coursera.org/learn/musicianship-harmony,arts-and-humanities/music-and-art
Chinese Culture and Contemporary China,Nanjing University,course,https://www.coursera.org/learn/china-culture-contemporary,arts-and-humanities/music-and-art
How Music Can Change Your Life,The University of Melbourne,course,https://www.coursera.org/learn/music-life,arts-and-humanities/music-and-art
Современная русская литература,Saint Petersburg State University,course,https://www.coursera.org/learn/sovremennaya-russkaya-literatura,arts-and-humanities/music-and-art
Brand New Brand,California Institute of the Arts,course,https://www.coursera.org/learn/brand-new-brand,arts-and-humanities/music-and-art
Modern American Poetry,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/modern-american-poetry,arts-and-humanities/music-and-art
ART of the MOOC: Activism and Social Movements,Duke University,course,https://www.coursera.org/learn/activism-social-movements,arts-and-humanities/music-and-art
Scandinavian Film and Television,University of Copenhagen,course,https://www.coursera.org/learn/scandinavian-movies-tv,arts-and-humanities/music-and-art
Getting Your Film off the Ground,Michigan State University,course,https://www.coursera.org/learn/film-off-ground,arts-and-humanities/music-and-art
Desarrollando tu musicalidad,Berklee College of Music,course,https://www.coursera.org/learn/desarrollo-musicalidad,arts-and-humanities/music-and-art
Deciphering Secrets: The Illuminated Manuscripts of Medieval Europe,University of Colorado System,course,https://www.coursera.org/learn/medieval-europe,arts-and-humanities/music-and-art
Teoria Musical,Berklee College of Music,course,https://www.coursera.org/learn/teoria-musical,arts-and-humanities/music-and-art
Introduzione alla Storia dell'Architettura Contemporanea,Politecnico di Milano,course,https://www.coursera.org/learn/architettura-contemporanea,arts-and-humanities/music-and-art
Introducción a la producción musical,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/intro-produccion-musical,arts-and-humanities/music-and-art
Entreprendre dans les Industries Culturelles à l'ère du numérique,Sciences Po,course,https://www.coursera.org/learn/entreprendre-culture,arts-and-humanities/music-and-art
Unity Certified 3D Artist,Unity,specialization,https://www.coursera.org/specializations/unity-3d-artist,arts-and-humanities/music-and-art
Building Your Career in Music: Developing A Brand and Funding Your Music,Berklee College of Music,course,https://www.coursera.org/learn/navigate-music-industry-independent-artist,arts-and-humanities/music-and-art
World Design for Video Games,California Institute of the Arts,course,https://www.coursera.org/learn/video-game-world,arts-and-humanities/music-and-art
Theatre and Globalization,Ludwig-Maximilians-Universität München (LMU),course,https://www.coursera.org/learn/global-theatre,arts-and-humanities/music-and-art
Serious Gaming,Erasmus University Rotterdam,course,https://www.coursera.org/learn/serious-gaming,arts-and-humanities/music-and-art
The World of the String Quartet,Curtis Institute of Music,course,https://www.coursera.org/learn/string-quartet,arts-and-humanities/music-and-art
Composición de canciones,Berklee College of Music,course,https://www.coursera.org/learn/composicion-canciones,arts-and-humanities/music-and-art
Copyright Law in the Music Business,Berklee College of Music,course,https://www.coursera.org/learn/copyright-law-music-business,arts-and-humanities/music-and-art
Introducción a la producción de música,Berklee College of Music,course,https://www.coursera.org/learn/produccion-musical,arts-and-humanities/music-and-art
Fundamentals of Rehearsing Music Ensembles,The University of North Carolina at Chapel Hill,course,https://www.coursera.org/learn/music-ensembles,arts-and-humanities/music-and-art
"Journalism, the future, and you!",Michigan State University,course,https://www.coursera.org/learn/international-journalism,arts-and-humanities/music-and-art
Writing Stories About Ourselves,Wesleyan University,course,https://www.coursera.org/learn/writing-about-ourselves,arts-and-humanities/music-and-art
Understanding the Music Business: What is Music Worth?,Vanderbilt University,course,https://www.coursera.org/learn/musicbiz,arts-and-humanities/music-and-art
Gathering and Developing the News,Michigan State University,course,https://www.coursera.org/learn/gathering-the-news,arts-and-humanities/music-and-art
Asian Environmental Humanities: Landscapes in Transition,University of Zurich,course,https://www.coursera.org/learn/asian-environmental-humanities,arts-and-humanities/music-and-art
The Importance and Power of Music in our Society,Universiteit Leiden,course,https://www.coursera.org/learn/importance-power-music-our-society,arts-and-humanities/music-and-art
"The American South: Its Stories, Music, and Art",The University of North Carolina at Chapel Hill,course,https://www.coursera.org/learn/the-south,arts-and-humanities/music-and-art
"The Mediterranean, a Space of Exchange (from the Renaissance to Enlightenment)",Universitat de Barcelona,course,https://www.coursera.org/learn/mediterraneanhistory,arts-and-humanities/music-and-art
Copyright for Multimedia,Duke University,course,https://www.coursera.org/learn/copyright-for-multimedia,arts-and-humanities/music-and-art
Today’s Music Industry,West Virginia University,course,https://www.coursera.org/learn/music-industry,arts-and-humanities/music-and-art
"History of Rock, Part Two",University of Rochester,course,https://www.coursera.org/learn/history-of-rock-2,arts-and-humanities/music-and-art
"Online Games: Literature, New Media, and Narrative",Vanderbilt University,course,https://www.coursera.org/learn/interactive-media-gaming,arts-and-humanities/music-and-art
Writing a Personal Essay,Wesleyan University,course,https://www.coursera.org/learn/personal-essay,arts-and-humanities/music-and-art
Leading Innovation in Arts and Culture,Vanderbilt University,course,https://www.coursera.org/learn/arts-culture-innovation,arts-and-humanities/music-and-art
Asset Creation and Management,Unity,course,https://www.coursera.org/learn/asset-creation-management,arts-and-humanities/music-and-art
Creative Programming for Digital Media & Mobile Apps,University of London,course,https://www.coursera.org/learn/digitalmedia,arts-and-humanities/music-and-art
Эксподизайн: проектирование музейной экспозиции в диалогах дизайнера и музеолога,National Research Tomsk State University,course,https://www.coursera.org/learn/ekspodizayn,arts-and-humanities/music-and-art
A complexidade sensível: Um paralelo entre videogames e arte,Universidade Estadual de Campinas,course,https://www.coursera.org/learn/videogames,arts-and-humanities/music-and-art
Writing in First Person Point of View,Wesleyan University,course,https://www.coursera.org/learn/first-person-pov,arts-and-humanities/music-and-art
PRINCÍPIOS GERAIS DA TÉCNICA DO VIOLINO E DA VIOLA DE ARCO,Universidade Estadual de Campinas,course,https://www.coursera.org/learn/tecnica-violino-viola,arts-and-humanities/music-and-art
Recovering the Humankind's Past and Saving the Universal Heritage,Sapienza University of Rome,course,https://www.coursera.org/learn/preserving-cultural-heritage,arts-and-humanities/music-and-art
Classics of Chinese Humanities: Guided Readings,The Chinese University of Hong Kong,course,https://www.coursera.org/learn/classics-chinese-humanities,arts-and-humanities/music-and-art
So You Think You Know Tango?,Emory University,course,https://www.coursera.org/learn/tango,arts-and-humanities/music-and-art
O Músico Contemporâneo,Berklee College of Music,specialization,https://www.coursera.org/specializations/musico-contmporaneo,arts-and-humanities/music-and-art
ART of the MOOC: Arte Público y Pedagogía,Duke University,course,https://www.coursera.org/learn/arte-publico-pedagogia,arts-and-humanities/music-and-art
Teaching Popular Music in the Classroom,Berklee College of Music,course,https://www.coursera.org/learn/teaching-popular-music,arts-and-humanities/music-and-art
Modern Hebrew Poetry שירה עברית מודרנית,Hebrew University of Jerusalem,course,https://www.coursera.org/learn/hebrew-poetry,arts-and-humanities/music-and-art
Concept Art for Video Games,Michigan State University,course,https://www.coursera.org/learn/concept-art-video-games,arts-and-humanities/music-and-art
Photography Capstone Project,Michigan State University,course,https://www.coursera.org/learn/photography-project,arts-and-humanities/music-and-art
Grabación y postproducción musical dentro y fuera del estudio,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/grabacion-musical,arts-and-humanities/music-and-art
Introdução à Guitarra,Berklee College of Music,course,https://www.coursera.org/learn/intro-guitarra,arts-and-humanities/music-and-art
透过摄影看世界,The Museum of Modern Art,course,https://www.coursera.org/learn/sheying,arts-and-humanities/music-and-art
Toledo: Deciphering Secrets of Medieval Spain,University of Colorado System,course,https://www.coursera.org/learn/toledo-deciphering-secrets-medieval-spain,arts-and-humanities/music-and-art
Effectively delivering the news to your audience,Michigan State University,course,https://www.coursera.org/learn/deliver-the-news,arts-and-humanities/music-and-art
ART of the MOOC: Activismo y Movimientos Sociales,Duke University,course,https://www.coursera.org/learn/activismo-movimientos-sociales,arts-and-humanities/music-and-art
Character Setup and Animation,Unity,course,https://www.coursera.org/learn/character-setup-animation,arts-and-humanities/music-and-art
東坡詞 (Ci Poetry of Su Dong Po),National Taiwan University,course,https://www.coursera.org/learn/su-dongpo,arts-and-humanities/music-and-art
Low Poly Art For Video Games,Michigan State University,course,https://www.coursera.org/learn/low-poly-art-video-games,arts-and-humanities/music-and-art
崑曲之美,The Chinese University of Hong Kong,course,https://www.coursera.org/learn/kunqu,arts-and-humanities/music-and-art
Music's Big Bang: The Genesis of Rock 'n' Roll,University of Florida,course,https://www.coursera.org/learn/rock-and-roll-music,arts-and-humanities/music-and-art
The Place of Music in 21st Century Education,The University of Sydney,course,https://www.coursera.org/learn/music-education,arts-and-humanities/music-and-art
"The Music of the Rolling Stones, 1962-1974",University of Rochester,course,https://www.coursera.org/learn/rolling-stones,arts-and-humanities/music-and-art
A tecnologia da produção musical,Berklee College of Music,course,https://www.coursera.org/learn/tecnologia-producao-musical,arts-and-humanities/music-and-art
Accessibility to the Scenic Arts,Universitat Autònoma de Barcelona,course,https://www.coursera.org/learn/accessibility-scenic-arts,arts-and-humanities/music-and-art
Capstone: Your Story,Wesleyan University,course,https://www.coursera.org/learn/story-writing-project,arts-and-humanities/music-and-art
Exploring Beethoven's Piano Sonatas Part 3,Curtis Institute of Music,course,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-3,arts-and-humanities/music-and-art
Current Gen 3D Game Prop Production,Michigan State University,course,https://www.coursera.org/learn/3d-game-prop-production,arts-and-humanities/music-and-art
Game Design Document: Define the Art & Concepts,California Institute of the Arts,course,https://www.coursera.org/learn/game-design-document,arts-and-humanities/music-and-art
Be entrepreneurial in Cultural Industries in the digital age,Sciences Po,course,https://www.coursera.org/learn/entrepreneurial-culture-digital-age,arts-and-humanities/music-and-art
The Beauty of Kunqu Opera,The Chinese University of Hong Kong,course,https://www.coursera.org/learn/kunqu-opera,arts-and-humanities/music-and-art
Composición algorítmica en Supercollider,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/composicion-algoritmica-supercollider,arts-and-humanities/music-and-art
Burgos: Deciphering Secrets of Medieval Spain,University of Colorado System,course,https://www.coursera.org/learn/burgos-deciphering-secrets-medieval-spain,arts-and-humanities/music-and-art
Audio digital con Pure Data,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/audio-digital-pure-data,arts-and-humanities/music-and-art
"Lighting, Reflection, and Post Processing Effects",Unity,course,https://www.coursera.org/learn/lighting-reflection-post-processing,arts-and-humanities/music-and-art
中國人文經典導讀,The Chinese University of Hong Kong,course,https://www.coursera.org/learn/zhongguorenwenjingdiandaodu,arts-and-humanities/music-and-art
20世纪西方音乐 Western Music in the 20th Century,Peking University,course,https://www.coursera.org/learn/20cnwm,arts-and-humanities/music-and-art
Composição: Escrevendo a letra,Berklee College of Music,course,https://www.coursera.org/learn/composicao-escrevendo-letra,arts-and-humanities/music-and-art
Improvisação no Jazz,Berklee College of Music,course,https://www.coursera.org/learn/improvisacao-no-jazz,arts-and-humanities/music-and-art
Desenvolvendo sua musicalidade,Berklee College of Music,course,https://www.coursera.org/learn/desenvolvendo-musicalidade,arts-and-humanities/music-and-art
Integrating Scripts for Scene Interactions,Unity,course,https://www.coursera.org/learn/integrating-scripts-for-scene-interactions,arts-and-humanities/music-and-art
Creating Cutscenes in Unity,Unity,course,https://www.coursera.org/learn/creating-cutscenes-unity,arts-and-humanities/music-and-art
导演思维：微影人的自我修养,Fudan University,course,https://www.coursera.org/learn/daoyan-siwei-weiyingren,arts-and-humanities/music-and-art
Aplicaciones musicales con Arduino,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/aplicaciones-musicales-arduino,arts-and-humanities/music-and-art
游戏产业概论,Fudan University,course,https://www.coursera.org/learn/youxi-chanye-gailun,arts-and-humanities/music-and-art
Science and Technology in the Silla Cultural Heritage,Pohang University of Science and Technology,course,https://www.coursera.org/learn/silla-science-technology,arts-and-humanities/music-and-art
Developing Your Musicianship: Final Project,Berklee College of Music,course,https://www.coursera.org/learn/musicianship-final-project,arts-and-humanities/music-and-art
Music Production Capstone,Berklee College of Music,course,https://www.coursera.org/learn/music-production-capstone,arts-and-humanities/music-and-art
Capstone: Create your own professional journalistic portfolio,Michigan State University,course,https://www.coursera.org/learn/become-a-journalist-capstone,arts-and-humanities/music-and-art
剪辑：像编剧一样剪辑,Fudan University,course,https://www.coursera.org/learn/jian-ji,arts-and-humanities/music-and-art
Perspectivas de música colaborativa,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/perspectivas-musica-colaborativa,arts-and-humanities/music-and-art
