title,university,form,link,category
Инновации в промышленности: мехатроника и робототехника,National Research Tomsk State University,course,https://www.coursera.org/learn/innovations-in-industry-robotics,physical-science-and-engineering/mechanical-engineering
Robotics: Estimation and Learning,University of Pennsylvania,course,https://www.coursera.org/learn/robotics-learning,physical-science-and-engineering/mechanical-engineering
"Modern Robotics, Course 4: Robot Motion Planning and Control",Northwestern University,course,https://www.coursera.org/learn/modernrobotics-course4,physical-science-and-engineering/mechanical-engineering
Digital Thread: Components,University at Buffalo,course,https://www.coursera.org/learn/digital-thread-components,physical-science-and-engineering/mechanical-engineering
Фотограмметрическая обработка материалов аэрофотосъемки с БПЛА,Saint Petersburg State University,course,https://www.coursera.org/learn/fotogrammetricheskaya-obrabotka-bpla,physical-science-and-engineering/mechanical-engineering
Magnetics for Power Electronic Converters,University of Colorado Boulder,course,https://www.coursera.org/learn/electronic-converters,physical-science-and-engineering/mechanical-engineering
Кинематика,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/kinematics,physical-science-and-engineering/mechanical-engineering
3-Axis Machining with Autodesk Fusion 360,Autodesk,course,https://www.coursera.org/learn/3-axis-machining-autodesk-fusion-360,physical-science-and-engineering/mechanical-engineering
L'art des structures 1 : Câbles et arcs,École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/structures,physical-science-and-engineering/mechanical-engineering
Advanced Manufacturing Enterprise,University at Buffalo,course,https://www.coursera.org/learn/advanced-manufacturing-enterprise,physical-science-and-engineering/mechanical-engineering
機器人學一 (Robotics (1)),National Taiwan University,course,https://www.coursera.org/learn/robotics1,physical-science-and-engineering/mechanical-engineering
Modeling and Design for Mechanical Engineers with Autodesk Fusion 360,Autodesk,course,https://www.coursera.org/learn/modeling-design-mechanical-engineers,physical-science-and-engineering/mechanical-engineering
Introduction to High-Throughput Materials Development,Georgia Institute of Technology,course,https://www.coursera.org/learn/high-throughput,physical-science-and-engineering/mechanical-engineering
Robotics: Mobility,University of Pennsylvania,course,https://www.coursera.org/learn/robotics-mobility,physical-science-and-engineering/mechanical-engineering
Averaged-Switch Modeling and Simulation,University of Colorado Boulder,course,https://www.coursera.org/learn/averagedswitchmodelingandsimulation,physical-science-and-engineering/mechanical-engineering
Cyber-Physical Systems: Modeling and Simulation,"University of California, Santa Cruz",course,https://www.coursera.org/learn/cyber-physical-systems-1,physical-science-and-engineering/mechanical-engineering
"Modern Robotics, Course 5: Robot Manipulation and Wheeled Mobile Robots",Northwestern University,course,https://www.coursera.org/learn/modernrobotics-course5,physical-science-and-engineering/mechanical-engineering
