title,university,form,link,category
Understanding Financial Statements: Company Performance,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/income-statement,business/finance
Advanced Portfolio Construction and Analysis with Python,EDHEC Business School,course,https://www.coursera.org/learn/advanced-portfolio-construction-python,business/finance
Portfolio Selection and Risk Management,Rice University,course,https://www.coursera.org/learn/portfolio-selection-risk-management,business/finance
"Lending, Crowdfunding, and Modern Investing",University of Pennsylvania,course,https://www.coursera.org/learn/wharton-crowdfunding-marketplace-lending-modern-investing,business/finance
Finance for Managers,IESE Business School,course,https://www.coursera.org/learn/operational-finance,business/finance
Matemáticas financieras,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/matematicas,business/finance
Blockchain and Cryptocurrency Explained,University of Michigan,course,https://www.coursera.org/learn/crypto-finance,business/finance
Finance for Everyone: Decisions,McMaster University,course,https://www.coursera.org/learn/finance-decisions,business/finance
Das liebe Geld - Finance im Alltag,University of Zurich,course,https://www.coursera.org/learn/finanzen,business/finance
Firm Level Economics: Markets and Allocations,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/firm-level-economics-markets,business/finance
Blockchain Revolution in Financial Services,INSEAD,specialization,https://www.coursera.org/specializations/blockchain-financial-services,business/finance
Keeping up with Change: Issues for the Finance Professional,University of London,course,https://www.coursera.org/learn/change-for-the-finance-professional,business/finance
Оценка стоимости компании,National Research University Higher School of Economics,course,https://www.coursera.org/learn/ocenka-stoimosti-kompanii,business/finance
FinTech and the Transformation in Financial Services,Copenhagen Business School,course,https://www.coursera.org/learn/fintech-transformation-financial-services,business/finance
Corporate Finance II: Financing Investments and Managing Risk,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/corporate-finance-two,business/finance
Global Financing Solutions (by EDHEC and Société Générale),EDHEC Business School,course,https://www.coursera.org/learn/global-financing-solutions,business/finance
Economie du sol et de l'immobilier I,École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/economie-sol-immobilier-1,business/finance
Finance for Startups,Korea Advanced Institute of Science and Technology(KAIST),course,https://www.coursera.org/learn/finance-for-startups,business/finance
Accounting Data Analytics with Python,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/accounting-data-analytics-python,business/finance
Supply Chain Finance and Blockchain Technology,New York Institute of Finance,specialization,https://www.coursera.org/specializations/supply-chain-finance-and-blockchain-technology,business/finance
